"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.361366657E1,-3.558127165E0,8.219944000E0,6.612565517E0
1.361576961E1,-3.510270834E0,8.248658180E0,6.617351055E0
1.361787068E1,-3.414557934E0,8.248059273E0,6.602396011E0
1.361998106E1,-3.333201885E0,8.276175499E0,6.630511761E0
1.362206935E1,-3.270390272E0,8.324031830E0,6.658627033E0
1.362417034E1,-3.198605776E0,8.352147102E0,6.686742783E0
1.362626686E1,-3.111865759E0,8.385646820E0,6.701099873E0
1.362836959E1,-3.016152859E0,8.432905197E0,6.719046116E0
1.363046825E1,-2.944368362E0,8.452047348E0,6.742974281E0
1.363257159E1,-2.867199659E0,8.475378036E0,6.780661106E0
1.363467197E1,-2.800200701E0,8.475378036E0,6.799803734E0
1.363677336E1,-2.761915445E0,8.489734650E0,6.770491600E0
1.363887371E1,-2.742773056E0,8.536993027E0,6.774679184E0
1.364097469E1,-2.709273338E0,8.532207489E0,6.789036274E0
1.364307431E1,-2.675175667E0,8.522636414E0,6.827321053E0
1.364517473E1,-2.660818815E0,8.484351158E0,6.856633186E0
1.364727588E1,-2.670390129E0,8.398209572E0,6.881159782E0
1.364937570E1,-2.685345173E0,8.331808090E0,6.910471916E0
1.365147348E1,-2.694318295E0,8.245666504E0,6.968497753E0
1.365356511E1,-2.708675146E0,8.183453560E0,7.002595425E0
1.365567766E1,-2.742773056E0,8.097909927E0,7.027719975E0
1.365777933E1,-2.766701221E0,8.026124954E0,7.028318405E0
1.365988125E1,-2.790629387E0,7.968697548E0,7.000202656E0
1.366198180E1,-2.834298372E0,7.897511005E0,6.933801651E0
1.366409017E1,-2.844467878E0,7.806583881E0,6.863213539E0
1.366617885E1,-2.868994236E0,7.730611801E0,6.777669907E0
1.366827932E1,-2.893520832E0,7.639684677E0,6.678368092E0
1.367037849E1,-2.885145903E0,7.534400463E0,6.540780544E0
1.367247951E1,-2.876770973E0,7.448856831E0,6.364310265E0
1.367457351E1,-2.873181820E0,7.348358154E0,6.126224041E0
1.367668319E1,-2.869592667E0,7.276573658E0,5.849853039E0
1.367878325E1,-2.852244616E0,7.205387115E0,5.592026711E0
1.368088598E1,-2.863012314E0,7.152745247E0,5.330012321E0
1.368298425E1,-2.883351326E0,7.071389198E0,5.096114159E0
1.368508282E1,-2.903690338E0,7.038487911E0,4.895715237E0
1.368717534E1,-2.914458036E0,6.995417118E0,4.695316315E0
1.368928612E1,-2.910270452E0,6.918846607E0,4.524229527E0
1.369138746E1,-2.906681299E0,6.856633186E0,4.362115860E0
1.369348998E1,-2.931207657E0,6.809374809E0,4.214358807E0
1.369558654E1,-2.941377163E0,6.795018196E0,4.071387768E0
1.369768396E1,-2.971287489E0,6.761518478E0,3.904488325E0
1.369978868E1,-2.976671457E0,6.728019238E0,3.780061483E0
1.370188950E1,-3.005983353E0,6.709474564E0,3.641875982E0
1.370399124E1,-3.035295486E0,6.699903488E0,3.541975737E0
1.370609046E1,-3.044866800E0,6.690331936E0,3.470191002E0
1.370819222E1,-3.059821844E0,6.704689026E0,3.417548895E0
1.371029156E1,-3.055036306E0,6.709474564E0,3.393620729E0
1.371239257E1,-3.016751051E0,6.738188744E0,3.393022537E0
1.371449297E1,-3.002394199E0,6.780661106E0,3.407379389E0
1.371659280E1,-2.949153900E0,6.828517437E0,3.430709362E0
1.371869084E1,-2.910270452E0,6.933203697E0,3.453441381E0
1.372078357E1,-2.848057270E0,7.028916359E0,3.490530014E0
1.372289439E1,-2.785245657E0,7.181458950E0,3.517449379E0
1.372499227E1,-2.712862730E0,7.305287361E0,3.516252756E0
1.372708815E1,-2.621935368E0,7.390830994E0,3.548556089E0
1.372919276E1,-2.530410051E0,7.453044415E0,3.581457376E0
1.373128659E1,-2.434098721E0,7.533802032E0,3.594617844E0
1.373339964E1,-2.352742910E0,7.614559650E0,3.617349625E0
1.373549800E1,-2.276172638E0,7.685746193E0,3.592823267E0
1.373760089E1,-2.194816589E0,7.781459332E0,3.553341627E0
1.373970084E1,-2.127219439E0,7.919644833E0,3.533002615E0
1.374180697E1,-2.055434704E0,8.005187988E0,3.493520975E0
1.374390019E1,-1.954337835E0,8.057231903E0,3.545564890E0
1.374600051E1,-1.834098577E0,8.066802979E0,3.731606960E0
1.374809961E1,-1.727617979E0,8.027919769E0,3.927220106E0
1.375020170E1,-1.655833244E0,7.999206066E0,4.018147469E0
1.375230255E1,-1.593619823E0,7.956135273E0,4.037888050E0
1.375440279E1,-1.569691658E0,7.908278942E0,3.961916208E0
1.375650330E1,-1.536790371E0,7.874779224E0,3.866203070E0
1.375860464E1,-1.513460279E0,7.860422611E0,3.756133318E0
1.376070412E1,-1.494915962E0,7.864609718E0,3.679563046E0
1.376280223E1,-1.490130305E0,7.840681553E0,3.646661758E0
1.376489482E1,-1.495514154E0,7.793423176E0,3.580260992E0
1.376700620E1,-1.496112347E0,7.764709473E0,3.479762316E0
1.376910632E1,-1.491924882E0,7.721638680E0,3.384647608E0
1.377120944E1,-1.521237016E0,7.630711555E0,3.285345554E0
1.377330605E1,-1.526620865E0,7.516454220E0,3.205185890E0
1.377540311E1,-1.560718536E0,7.382455826E0,3.153740168E0
1.377750887E1,-1.585245013E0,7.239484787E0,3.107080221E0
1.377960925E1,-1.628913999E0,7.106084824E0,3.070589542E0
1.378171186E1,-1.677368641E0,6.967301369E0,2.980858803E0
1.378380746E1,-1.759322882E0,6.857829571E0,2.877369165E0
1.378590051E1,-1.813161373E0,6.700501442E0,2.801995277E0
1.378801155E1,-1.880758643E0,6.576673031E0,2.717648268E0
1.379011369E1,-1.953141451E0,6.433701992E0,2.666202545E0
1.379221623E1,-2.011167526E0,6.295516491E0,2.653640270E0
1.379431246E1,-2.087737799E0,6.185446739E0,2.640479803E0
1.379641165E1,-2.131406784E0,6.061617851E0,2.612962246E0
1.379851304E1,-2.213361025E0,5.980860233E0,2.566302299E0
1.380061255E1,-2.266003132E0,5.913861275E0,2.523829699E0
1.380270590E1,-2.324028969E0,5.852245808E0,2.490928411E0
1.380481562E1,-2.347957134E0,5.770890236E0,2.487339020E0
1.380691358E1,-2.358126640E0,5.689534187E0,2.464009047E0
1.380900973E1,-2.362912416E0,5.623133183E0,2.455035925E0
1.381111714E1,-2.358724833E0,5.580062389E0,2.407777786E0
1.381321761E1,-2.353939295E0,5.532206059E0,2.379662037E0
1.381532072E1,-2.316252232E0,5.513063431E0,2.341377020E0
1.381741617E1,-2.287538528E0,5.513063431E0,2.274377823E0
1.381950914E1,-2.244467735E0,5.517251015E0,2.240878344E0
1.382162031E1,-2.201396942E0,5.560321808E0,2.197209358E0
1.382372060E1,-2.129612207E0,5.589035511E0,2.172683001E0
1.382582465E1,-2.067398787E0,5.631507874E0,2.181656122E0
1.382792322E1,-2.014756680E0,5.684150219E0,2.200200319E0
1.383002987E1,-1.932802439E0,5.750551224E0,2.233101845E0
1.383212244E1,-1.884945989E0,5.812166214E0,2.241476536E0
1.383422306E1,-1.783849239E0,5.893522263E0,2.245664120E0
1.383632165E1,-1.707278967E0,5.950351715E0,2.240280151E0
1.383842400E1,-1.625923038E0,6.007181168E0,2.253440619E0
1.384052554E1,-1.524826288E0,6.040680885E0,2.257628202E0
1.384262812E1,-1.414756417E0,6.064010620E0,2.271386862E0
1.384472434E1,-1.323829174E0,6.064010620E0,2.204387903E0
1.384682643E1,-1.247856975E0,6.039484501E0,2.185245275E0
1.384892700E1,-1.161715388E0,6.020341873E0,2.185245275E0
1.385102555E1,-1.099501967E0,5.986842155E0,2.151745796E0
1.385311923E1,-1.046859860E0,5.981458187E0,2.089532375E0
1.385522643E1,-9.517452121E-1,5.971887112E0,2.032104731E0
1.385732756E1,-8.895317912E-1,5.971288681E0,1.974676847E0
1.385943128E1,-8.039883971E-1,5.966503143E0,1.926820397E0
1.386153032E1,-7.519445419E-1,5.933003902E0,1.821536183E0
1.386363105E1,-6.711867452E-1,5.913262844E0,1.687538147E0
1.386573165E1,-6.000002623E-1,5.898906231E0,1.530210137E0
1.386783164E1,-5.288137794E-1,5.860620975E0,1.362712502E0
1.386993209E1,-4.528416991E-1,5.846263885E0,1.204786181E0
1.387203257E1,-3.822534084E-1,5.836094379E0,1.066002488E0
1.387413361E1,-3.152543902E-1,5.826523304E0,9.607182741E-1
1.387623528E1,-2.919243574E-1,5.821737289E0,8.560323119E-1
1.387833423E1,-2.350948304E-1,5.783452511E0,7.603194118E-1
1.388043478E1,-2.021935135E-1,5.759523869E0,6.693921089E-1
1.388253506E1,-1.639083475E-1,5.735595703E0,5.886343718E-1
1.388463440E1,-1.262213886E-1,5.654240131E0,5.413761139E-1
1.388672870E1,-8.853443712E-2,5.592026711E0,4.797609448E-1
1.388883704E1,-5.503492057E-2,5.510670662E0,4.372883439E-1
1.389093517E1,1.794616925E-3,5.434100151E0,4.139583111E-1
1.389303006E1,4.007977992E-2,5.391029358E0,3.852444589E-1
1.389514213E1,5.862415582E-2,5.338387489E0,3.571287692E-1
1.389725337E1,9.690931439E-2,5.313860893E0,3.290131092E-1
1.389934235E1,1.256231815E-1,5.304289818E0,3.242274821E-1
1.390144056E1,1.639083475E-1,5.313860893E0,2.901297510E-1
1.390353775E1,1.974078715E-1,5.342574596E0,2.709871531E-1
1.390563873E1,2.404786795E-1,5.389832973E0,2.560320199E-1
1.390773200E1,3.026920557E-1,5.418546677E0,2.315055877E-1
1.390984359E1,3.696911037E-1,5.470590591E0,2.452643216E-1
1.391194292E1,4.558327198E-1,5.508875847E0,2.255235314E-1
1.391404619E1,5.712863803E-1,5.551348686E0,2.440679073E-1
1.391614476E1,6.861419082E-1,5.579464436E0,2.003988922E-1
1.391824222E1,7.962117195E-1,5.603392601E0,1.710868180E-1
1.392033492E1,9.014959335E-1,5.674578667E0,1.220339537E-1
1.392244539E1,9.684949517E-1,5.750551224E0,8.793623000E-2
1.392454599E1,1.068993568E0,5.846263885E0,7.238288224E-2
1.392664862E1,1.174875975E0,5.931807518E0,1.046859920E-1
1.392874330E1,1.270588875E0,6.031707764E0,1.322034448E-1
1.393083707E1,1.362114310E0,6.102894306E0,1.698904037E-1
1.393294840E1,1.453639746E0,6.150152206E0,2.069791555E-1
1.393504906E1,1.544566989E0,6.183651924E0,2.015953064E-1
1.393715298E1,1.625923038E0,6.178267956E0,1.824527234E-1
1.393925275E1,1.716850281E0,6.206982136E0,1.292124242E-1
1.394134630E1,1.754537225E0,6.235097408E0,8.135596663E-2
1.394345225E1,1.792822361E0,6.268597126E0,3.768695518E-2
1.394555375E1,1.821536183E0,6.326025009E0,-1.196411322E-3
1.394766634E1,1.835893154E0,6.364310265E0,-3.469592705E-2
1.394975012E1,1.859821439E0,6.397211552E0,-6.400800496E-2
1.395184464E1,1.883749604E0,6.397211552E0,-6.400800496E-2
1.395395073E1,1.907677889E0,6.378068924E0,-6.879365444E-2
1.395605443E1,1.902892232E0,6.320641041E0,-7.298108935E-2
1.395815764E1,1.921436548E0,6.249454498E0,-9.631111473E-2
1.396025616E1,1.945364833E0,6.168098450E0,-1.148554832E-1
1.396235325E1,1.959123492E0,6.058028698E0,-1.471585929E-1
1.396444619E1,1.977667928E0,5.967101574E0,-2.225325108E-1
1.396655719E1,1.996212244E0,5.852245808E0,-3.032902777E-1
1.396865740E1,2.005185366E0,5.742774487E0,-3.930211067E-1
1.397076046E1,2.018944025E0,5.661418438E0,-4.636093974E-1
1.397285909E1,2.013560295E0,5.594419479E0,-4.773681164E-1
1.397496211E1,2.042274237E0,5.513063431E0,-5.102694035E-1
1.397706092E1,2.056032896E0,5.413163185E0,-5.240281820E-1
1.397915998E1,2.079961061E0,5.303092957E0,-5.515456200E-1
1.398126015E1,2.108076811E0,5.231308460E0,-6.035895348E-1
1.398336172E1,2.141576290E0,5.135595798E0,-6.077769399E-1
1.398546057E1,2.203191519E0,5.073382378E0,-6.406782866E-1
1.398756119E1,2.265404940E0,5.082355499E0,-6.741777658E-1
1.398966283E1,2.322832584E0,5.063212872E0,-7.316055298E-1
1.399176391E1,2.394019127E0,5.087141037E0,-7.896314859E-1
1.399386565E1,2.475374937E0,5.129613400E0,-8.668000102E-1
1.399596459E1,2.561516523E0,5.182255745E0,-9.248259664E-1
1.399806560E1,2.647658348E0,5.243870735E0,-9.828519225E-1
1.400016518E1,2.743371248E0,5.343770981E0,-1.022333503E0
1.400226648E1,2.819941521E0,5.429314613E0,-1.028315544E0
1.400436639E1,2.897109985E0,5.520241737E0,-1.024128079E0
1.400646464E1,2.978466034E0,5.605785370E0,-9.918249846E-1
1.400855786E1,3.050848961E0,5.691328526E0,-9.499505758E-1
1.401066934E1,3.104089260E0,5.777470112E0,-8.793623447E-1
1.401276926E1,3.166900873E0,5.877370834E0,-8.039883971E-1
1.401487189E1,3.191427231E0,5.953940868E0,-6.753742099E-1
1.401696969E1,3.211766243E0,6.029912949E0,-5.330012441E-1
1.401907082E1,3.231507063E0,6.082555294E0,-3.661018610E-1
1.402117132E1,3.242274761E0,6.120840549E0,-2.087737769E-1
1.402326891E1,3.247658491E0,6.148955822E0,-6.999006122E-2
1.402535977E1,3.229114056E0,6.182455540E0,6.340979785E-2
1.402746312E1,3.224926710E0,6.172883987E0,1.591227055E-1
1.402957131E1,3.220141172E0,6.168098450E0,2.165504545E-1
1.403167678E1,3.196212769E0,6.163911343E0,2.261217386E-1
1.403377621E1,3.177070379E0,6.144768715E0,1.884347796E-1
1.403587510E1,3.142972469E0,6.106483459E0,1.453639716E-1
1.403797514E1,3.109472990E0,6.058627129E0,8.374879509E-2
1.404007372E1,3.094517946E0,6.001797199E0,3.649054468E-2
1.404216638E1,3.046661377E0,5.968297958E0,8.374879137E-3
1.404427748E1,3.036491871E0,5.915655613E0,-5.982056609E-4
1.404637560E1,2.983849764E0,5.858826160E0,-1.435693540E-2
1.404847946E1,2.950350285E0,5.810969830E0,-2.333002165E-2
1.405057695E1,2.930609465E0,5.748756409E0,-3.708875179E-2
1.405266981E1,2.882753134E0,5.653641701E0,-5.982056633E-2
1.405477792E1,2.863012314E0,5.557928562E0,-5.862415582E-2
1.405686978E1,2.848655462E0,5.510670662E0,-5.324030295E-2
1.405898312E1,2.810370207E0,5.448457241E0,-6.221338734E-2
1.406107933E1,2.824727058E0,5.419743061E0,-6.221338734E-2
1.406317406E1,2.838485956E0,5.391029358E0,-9.571290761E-2
1.406528252E1,2.886342287E0,5.419743061E0,-1.483550072E-1
1.406738301E1,2.929413080E0,5.433502197E0,-2.057827413E-1
1.406948579E1,2.991028309E0,5.481358528E0,-2.973082066E-1
1.407158376E1,3.067598581E0,5.519045353E0,-3.601198196E-1
1.407368424E1,3.153740168E0,5.586044312E0,-4.420739710E-1
1.407578522E1,3.235096216E0,5.676373482E0,-4.959124923E-1
1.407788639E1,3.320639610E0,5.747560024E0,-5.730810165E-1
1.407998586E1,3.402593851E0,5.848058701E0,-5.934200287E-1
1.408208648E1,3.498306751E0,5.962316036E0,-6.047859192E-1
1.408418441E1,3.608974695E0,6.062216282E0,-5.916253924E-1
1.408627790E1,3.695714474E0,6.176473618E0,-5.641079545E-1
1.408838817E1,3.772883177E0,6.300302029E0,-4.983053207E-1
1.409048915E1,3.859622955E0,6.419344902E0,-4.474578202E-1
1.409259282E1,3.921836376E0,6.528816700E0,-4.151547253E-1
1.409469024E1,3.979862213E0,6.634100914E0,-3.972085714E-1
1.409677312E1,4.013959885E0,6.724429607E0,-3.834498227E-1
1.409889092E1,4.018745422E0,6.791429043E0,-3.122633696E-1
1.410099012E1,4.033700943E0,6.853642464E0,-2.177468538E-1
1.410309612E1,4.048655987E0,6.877570629E0,-1.076770201E-1
1.410519246E1,4.030111313E0,6.901498795E0,-7.776673418E-3
1.410729347E1,4.016352654E0,6.920641422E0,8.793623000E-2
1.410939444E1,3.983451605E0,6.939784050E0,2.027917206E-1
1.411149550E1,3.950550079E0,6.934998035E0,2.985046208E-1
1.411359408E1,3.903291941E0,6.963712215E0,4.319044948E-1
1.411569344E1,3.860819340E0,6.978068829E0,5.419743061E-1
1.411779489E1,3.794418573E0,6.982854843E0,6.616154313E-1
1.411989545E1,3.756133318E0,6.983452797E0,7.573283911E-1
1.412199752E1,3.713660717E0,6.930810928E0,8.679963946E-1
1.412409718E1,3.675375462E0,6.873383045E0,9.547362328E-1
1.412619819E1,3.632902861E0,6.816553593E0,1.031904817E0
1.412829853E1,3.594617844E0,6.759125710E0,1.061216831E0
1.413039642E1,3.565903902E0,6.687341213E0,1.109671474E0
1.413249994E1,3.555734396E0,6.611369133E0,1.091127157E0
1.413459962E1,3.565305710E0,6.558726788E0,1.058225870E0
1.413670118E1,3.574278831E0,6.486942291E0,1.020538807E0
1.413880130E1,3.622135162E0,6.391229153E0,9.930213690E-1
1.414090155E1,3.659822226E0,6.319444656E0,9.505487680E-1
1.414300260E1,3.731008768E0,6.247660160E0,9.026923180E-1
1.414510350E1,3.788436413E0,6.218945980E0,8.362914920E-1
1.414720326E1,3.859622955E0,6.194419384E0,7.453642488E-1
1.414930505E1,3.935595036E0,6.189633846E0,6.257231236E-1
1.415140772E1,4.035495281E0,6.194419384E0,4.486542344E-1
1.415350544E1,4.134797573E0,6.222535133E0,2.470589429E-1
1.415560543E1,4.205984116E0,6.232106686E0,6.999006122E-2
1.415770538E1,4.277170658E0,6.274579048E0,-6.460621208E-2
1.415980646E1,4.363312244E0,6.345765591E0,-1.609173268E-1
1.416190530E1,4.430311203E0,6.417550564E0,-2.333002090E-1
1.416399728E1,4.502095699E0,6.460022926E0,-2.817548811E-1
1.416610802E1,4.564309120E0,6.498308182E0,-3.062812984E-1
1.416820816E1,4.616951466E0,6.522236347E0,-3.308077157E-1
1.417031158E1,4.645665169E0,6.555137634E0,-2.835494876E-1
1.417240495E1,4.646263599E0,6.588637352E0,-2.213360965E-1
1.417449135E1,4.651647091E0,6.612565517E0,-9.272187948E-2
1.417660964E1,4.647459984E0,6.660421848E0,7.896314561E-2
1.417871092E1,4.634299278E0,6.641279221E0,3.038884699E-1
1.418081656E1,4.640281200E0,6.641279221E0,5.144568682E-1
1.418291029E1,4.660620213E0,6.622136593E0,7.579265833E-1
1.418500410E1,4.685146809E0,6.617351055E0,9.684949517E-1
1.418711399E1,4.758127689E0,6.640681267E0,1.173679471E0
1.418921387E1,4.864010334E0,6.692724705E0,1.321436286E0
1.419131671E1,4.955535889E0,6.759125710E0,1.377667665E0
1.419341550E1,5.027320385E0,6.835696220E0,1.366899967E0
1.419551655E1,5.114060402E0,6.906882763E0,1.347159147E0
1.419761643E1,5.204987526E0,6.944569588E0,1.317847013E0
1.419971648E1,5.286343575E0,6.963712215E0,1.326820135E0
1.420181692E1,5.386841774E0,6.982256413E0,1.341177106E0
1.420391802E1,5.492724419E0,6.982256413E0,1.393221021E0
1.420601649E1,5.607579708E0,6.976872444E0,1.393221021E0
1.420811205E1,5.703292847E0,6.972086906E0,1.411765337E0
1.421021946E1,5.822933674E0,6.976274490E0,1.416550994E0
1.421232123E1,5.904289722E0,6.975676060E0,1.406381488E0
1.421442199E1,5.952146530E0,7.057032108E0,1.391426325E0
1.421652043E1,6.034100533E0,7.113861561E0,1.390828133E0
1.421861926E1,6.101099491E0,7.185646534E0,1.423131227E0
1.422072243E1,6.172883987E0,7.223333359E0,1.379462242E0
1.422282244E1,6.239883423E0,7.266404152E0,1.335793257E0
1.422492113E1,6.330810547E0,7.280162811E0,1.326221943E0
1.422701217E1,6.383452415E0,7.289734364E0,1.296909928E0
1.422911405E1,6.445665836E0,7.317849636E0,1.287338614E0
1.423121484E1,6.507879257E0,7.336992264E0,1.301097274E0
1.423332802E1,6.551548481E0,7.412964344E0,1.324427366E0
1.423542761E1,6.585646152E0,7.489534855E0,1.380658627E0
1.423752877E1,6.600003242E0,7.556533813E0,1.418345571E0
1.423962435E1,6.609574318E0,7.585247993E0,1.423131227E0
1.424171713E1,6.619743824E0,7.603792191E0,1.465603828E0
1.424382771E1,6.614958286E0,7.618149281E0,1.503889084E0
1.424592781E1,6.605386734E0,7.590033531E0,1.523031592E0
1.424803064E1,6.625127792E0,7.589435101E0,1.585245013E0
1.425012755E1,6.625127792E0,7.575078487E0,1.623530149E0
1.425222171E1,6.591628075E0,7.580461979E0,1.618744493E0
1.425433079E1,6.543771744E0,7.570890903E0,1.619342685E0
1.425643098E1,6.509674072E0,7.566105366E0,1.576271892E0
1.425853374E1,6.452246189E0,7.570890903E0,1.581057549E0
1.426063241E1,6.385247231E0,7.552346706E0,1.509871125E0
1.426273387E1,6.317649841E0,7.537989616E0,1.476371527E0
1.426483359E1,6.265007973E0,7.505088329E0,1.419542074E0
1.426693423E1,6.202196121E0,7.442874908E0,1.377667665E0
1.426903402E1,6.154339790E0,7.409973621E0,1.401595831E0
1.427113481E1,6.111268997E0,7.362117290E0,1.459621787E0
1.427323650E1,6.068796635E0,7.347760201E0,1.550549030E0
1.427534088E1,6.069394588E0,7.347760201E0,1.646261930E0
1.427743673E1,6.050251961E0,7.400402069E0,1.727019787E0
1.427953832E1,6.055635929E0,7.438687325E0,1.794018745E0
1.428163678E1,6.046662807E0,7.505686283E0,1.817348838E0
1.428373612E1,6.046662807E0,7.558328629E0,1.840678811E0
1.428582820E1,6.065805435E0,7.605587006E0,1.844866276E0
1.428793902E1,6.095117569E0,7.648657799E0,1.863410592E0
1.429003950E1,6.162116528E0,7.691728592E0,1.944168448E0
1.429214282E1,6.263811588E0,7.695915699E0,2.077568293E0
1.429424164E1,6.364908218E0,7.781459332E0,2.200798512E0
1.429634278E1,6.466004848E0,7.847859859E0,2.314457655E0
1.429844205E1,6.543173313E0,7.943572998E0,2.380858421E0
1.430054222E1,6.601199627E0,8.029116631E0,2.422732830E0
1.430264245E1,6.649653912E0,8.119445801E0,2.474178553E0
1.430474037E1,6.722036839E0,8.200801849E0,2.539981127E0
1.430683370E1,6.789634228E0,8.271987915E0,2.606382132E0
1.430894372E1,6.852446079E0,8.347960472E0,2.739183664E0
1.431104531E1,6.925426960E0,8.443673134E0,2.910270452E0
1.431314906E1,6.973881721E0,8.548358917E0,3.028715372E0
1.431524628E1,7.018148899E0,8.686544418E0,3.160918713E0
1.431734966E1,7.061817646E0,8.810971260E0,3.298506021E0
1.431945880E1,7.106084824E0,8.910871506E0,3.440878868E0
1.432154818E1,7.168896675E0,8.972486496E0,3.564707518E0
1.432364829E1,7.231708050E0,9.010771751E0,3.707678795E0
1.432574587E1,7.295117855E0,9.010173798E0,3.841078520E0
1.432784632E1,7.362715244E0,9.000602722E0,3.984647989E0
1.432993835E1,7.420741081E0,8.995817184E0,4.094119549E0
1.433205115E1,7.468597889E0,9.009575844E0,4.156332970E0
1.433415104E1,7.521838188E0,9.067003250E0,4.198805332E0
1.433625446E1,7.560721397E0,9.142974854E0,4.255036831E0
1.433835196E1,7.594220638E0,9.248259544E0,4.287340164E0
1.434045306E1,7.604390144E0,9.376873970E0,4.319643021E0
1.434255343E1,7.609774113E0,9.525228500E0,4.347160339E0
1.434465383E1,7.610372543E0,9.706484795E0,4.450650215E0
1.434675519E1,7.616354465E0,9.897911072E0,4.515854359E0
1.434885520E1,7.660023689E0,1.007916737E1,4.619344234E0
1.435095532E1,7.689933777E0,1.026042366E1,4.665405750E0
1.435305589E1,7.743174076E0,1.043210888E1,4.697110653E0
1.435515645E1,7.795815945E0,1.060857964E1,4.685744762E0
1.435725731E1,7.834699631E0,1.080000496E1,4.673780918E0
1.435935728E1,7.896913052E0,1.093819046E1,4.639084816E0
1.436145578E1,7.939983845E0,1.104766178E1,4.575675011E0
1.436354963E1,7.978269100E0,1.109073257E1,4.494318962E0
1.436565734E1,8.006982803E0,1.113858986E1,4.441078663E0
1.436775832E1,8.021339417E0,1.114756203E1,4.412364960E0
1.436986243E1,8.030911446E0,1.117149067E1,4.435695171E0
1.437196048E1,8.036294937E0,1.118584728E1,4.526622295E0
1.437405980E1,8.036892891E0,1.121456146E1,4.645665169E0
1.437616228E1,7.994420528E0,1.127677536E1,4.769493580E0
1.437826267E1,7.951947689E0,1.132463169E1,4.912465096E0
1.438036502E1,7.899903774E0,1.135334492E1,5.003392220E0
1.438246353E1,7.838288784E0,1.136351490E1,5.156532764E0
1.438456467E1,7.776673794E0,1.138744259E1,5.304887772E0
1.438666535E1,7.730013371E0,1.137787151E1,5.491528034E0
1.438876262E1,7.658827305E0,1.137787151E1,5.692524910E0
1.439085265E1,7.602595806E0,1.139701462E1,5.902495384E0
1.439294941E1,7.531409264E0,1.140718365E1,6.103492260E0
1.439506682E1,7.479365349E0,1.142154026E1,6.203990936E0
1.439716923E1,7.408178806E0,1.143111229E1,6.309275150E0
1.439927174E1,7.341179848E0,1.143171024E1,6.376274109E0
1.440136827E1,7.293921471E0,1.143649578E1,6.500700951E0
1.440346928E1,7.241877556E0,1.145563793E1,6.615556240E0
1.440557071E1,7.204190731E0,1.148435211E1,6.706483841E0
1.440767564E1,7.161718369E0,1.155135155E1,6.815955162E0
1.440977027E1,7.133602619E0,1.161356449E1,6.848856449E0
1.441187156E1,7.095317364E0,1.169492054E1,6.867401123E0
1.441397085E1,7.076174736E0,1.176670551E1,6.838088989E0
1.441606993E1,7.061817646E0,1.183849049E1,6.784848690E0
1.441816492E1,7.057032108E0,1.190548897E1,6.717251301E0
1.442027510E1,7.066005230E0,1.195274734E1,6.601797581E0
1.442237351E1,7.118049145E0,1.203410339E1,6.467201233E0
1.442447602E1,7.108478069E0,1.212024498E1,6.323033810E0
1.442657213E1,7.122236729E0,1.223450184E1,6.168696880E0
1.442866803E1,7.121638298E0,1.236371422E1,5.967101574E0
1.443077693E1,7.092326164E0,1.249292660E1,5.793622017E0
1.443287587E1,7.073183537E0,1.263649654E1,5.672784328E0
1.443497691E1,7.025327206E0,1.274596786E1,5.614758492E0
1.443707538E1,6.972685337E0,1.288475132E1,5.637490273E0
1.443917922E1,6.863213539E0,1.300020504E1,5.679364681E0
1.444128927E1,6.748956203E0,1.315813160E1,5.735595703E0
1.444337937E1,6.620342255E0,1.331605816E1,5.810969830E0
1.444547744E1,6.497111797E0,1.343091393E1,5.934798241E0
1.444756823E1,6.378068924E0,1.349372482E1,6.111268997E0
1.444967790E1,6.230910301E0,1.356072426E1,6.306882381E0
1.445177120E1,6.092724800E0,1.360439301E1,6.402595043E0
1.445388516E1,5.968297958E0,1.359541988E1,6.469594002E0
1.445598228E1,5.819942951E0,1.358166122E1,6.527620316E0
1.445808580E1,5.691328526E0,1.354337597E1,6.619145870E0
1.446018304E1,5.581258774E0,1.349611759E1,6.705885410E0
1.446228449E1,5.467001438E0,1.348235893E1,6.806982040E0
1.446438555E1,5.342574596E0,1.347338581E1,6.888338089E0
1.446648528E1,5.237888813E0,1.347338581E1,6.941578388E0
1.446858522E1,5.142175674E0,1.343091393E1,7.009175777E0
1.447068562E1,5.041677475E0,1.340698528E1,7.080960274E0
1.447278644E1,4.960919380E0,1.336929798E1,7.158128738E0
1.447488774E1,4.889134884E0,1.333101273E1,7.264011383E0
1.447698816E1,4.798805714E0,1.334596825E1,7.412366390E0
1.447908822E1,4.718048096E0,1.332682610E1,7.546364307E0
1.448118945E1,4.628317356E0,1.334656620E1,7.704290867E0
1.448328604E1,4.537988186E0,1.334656620E1,7.857431412E0
1.448537818E1,4.461417675E0,1.333759308E1,7.972885132E0
1.448749008E1,4.380660057E0,1.330409431E1,8.087740898E0
1.448959069E1,4.309473515E0,1.325683594E1,8.227122307E0
1.449169412E1,4.271188259E0,1.319462204E1,8.313861847E0
1.449379241E1,4.247858524E0,1.315155125E1,8.381459236E0
1.449589484E1,4.204787731E0,1.313300705E1,8.395816803E0
1.449799288E1,4.165904045E0,1.312822151E1,8.377271652E0
1.450009360E1,4.108476639E0,1.311865044E1,8.329415321E0
1.450219342E1,4.036691666E0,1.315214920E1,8.281558990E0
