"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.288898168E1,-6.731734872E-1,1.846951127E0,1.954768784E-2
1.289107876E1,-7.044803500E-1,1.833512068E0,4.184427112E-2
1.289317152E1,-7.322747111E-1,1.818851233E0,6.887505949E-2
1.289528066E1,-7.599163651E-1,1.795638442E0,1.044579595E-1
1.289737946E1,-7.851145267E-1,1.768913031E0,1.437060535E-1
1.289947690E1,-8.055785298E-1,1.738369823E0,1.864666194E-1
1.290158562E1,-8.246681094E-1,1.706757545E0,2.328923792E-1
1.290368548E1,-8.388707042E-1,1.670105577E0,2.829833329E-1
1.290578788E1,-8.481863737E-1,1.631162882E0,3.330742717E-1
1.290788426E1,-8.550586104E-1,1.589624047E0,3.830125034E-1
1.290997621E1,-8.607091308E-1,1.545794487E0,4.317290187E-1
1.291208740E1,-8.604037166E-1,1.499521494E0,4.792237878E-1
1.291418704E1,-8.576548100E-1,1.453248382E0,5.242751241E-1
1.291629066E1,-8.512406945E-1,1.405753613E0,5.655084848E-1
1.291838936E1,-8.425359130E-1,1.359480619E0,6.032294035E-1
1.292048916E1,-8.300131559E-1,1.314429283E0,6.334672570E-1
1.292259063E1,-8.165740967E-1,1.268308997E0,6.588181853E-1
1.292469311E1,-7.982481718E-1,1.225701094E0,6.791294217E-1
1.292679074E1,-7.809911966E-1,1.184314966E0,6.959282160E-1
1.292889171E1,-7.626652718E-1,1.150411963E0,7.090618610E-1
1.293098894E1,-7.444919944E-1,1.119868755E0,7.199047208E-1
1.293308247E1,-7.237225771E-1,1.098030329E0,7.244861722E-1
1.293519363E1,-7.031059265E-1,1.078635335E0,7.266241908E-1
1.293729355E1,-6.837109327E-1,1.067639709E0,7.240280509E-1
1.293939795E1,-6.655376554E-1,1.054353356E0,7.176139355E-1
1.294149272E1,-6.498079300E-1,1.047023058E0,7.089090943E-1
1.294358956E1,-6.365215778E-1,1.037401915E0,6.953173876E-1
1.294569567E1,-6.305656433E-1,1.031445980E0,6.792821288E-1
1.294779647E1,-6.270532012E-1,1.026558995E0,6.609562039E-1
1.294989581E1,-6.259841323E-1,1.027933478E0,6.438519955E-1
1.295198882E1,-6.285803318E-1,1.032820463E0,6.255260110E-1
1.295409840E1,-6.311765313E-1,1.040150762E0,6.110179424E-1
1.295619898E1,-6.372851729E-1,1.047481179E0,5.975789428E-1
1.295830126E1,-6.459900141E-1,1.058476806E0,5.855143666E-1
1.296039902E1,-6.533203721E-1,1.068250656E0,5.771149397E-1
1.296249959E1,-6.643159389E-1,1.078024387E0,5.685628057E-1
1.296459996E1,-6.753115058E-1,1.087645531E0,5.626068711E-1
1.296669961E1,-6.885978580E-1,1.093754172E0,5.590944290E-1
1.296880116E1,-7.032586336E-1,1.096197724E0,5.568036437E-1
1.297090196E1,-7.202101350E-1,1.097419381E0,5.557346344E-1
1.297300306E1,-7.385360599E-1,1.096350431E0,5.546656251E-1
1.297510258E1,-7.591527700E-1,1.090241790E0,5.535966158E-1
1.297719700E1,-7.787004709E-1,1.084285855E0,5.525276065E-1
1.297930422E1,-8.005388975E-1,1.075733662E0,5.490151644E-1
1.298140430E1,-8.235990405E-1,1.058782220E0,5.503895879E-1
1.298350725E1,-8.455902338E-1,1.036943793E0,5.517640114E-1
1.298560740E1,-8.710938692E-1,1.016327024E0,5.568036437E-1
1.298770673E1,-8.978192210E-1,9.957103729E-1,5.630650520E-1
1.298980700E1,-9.268352985E-1,9.799805880E-1,5.705481172E-1
1.299190694E1,-9.547823668E-1,9.677632451E-1,5.781839490E-1
1.299400779E1,-9.815077186E-1,9.593638778E-1,5.856670737E-1
1.299610583E1,-1.005789638E0,9.495900273E-1,5.943718553E-1
1.299819880E1,-1.026406288E0,9.387471676E-1,5.969680548E-1
1.300030809E1,-1.043357849E0,9.240863919E-1,6.020076871E-1
1.300240313E1,-1.059087634E0,9.059131742E-1,6.032294035E-1
1.300451304E1,-1.072526693E0,8.901833892E-1,6.068946123E-1
1.300661101E1,-1.084591269E0,8.732318878E-1,6.131559610E-1
1.300871089E1,-1.096808553E0,8.549059033E-1,6.192646623E-1
1.301080235E1,-1.106429696E0,8.379544020E-1,6.265950203E-1
1.301291322E1,-1.113607287E0,8.232936263E-1,6.363688707E-1
1.301501310E1,-1.118494272E0,8.075638413E-1,6.473644376E-1
1.301711642E1,-1.120784998E0,7.916813493E-1,6.608034968E-1
1.301921269E1,-1.118188858E0,7.686212063E-1,6.753115058E-1
1.302130251E1,-1.115745425E0,7.418958545E-1,6.873761415E-1
1.302340287E1,-1.110705733E0,7.115052938E-1,6.994407177E-1
1.302550559E1,-1.104597092E0,6.774495840E-1,7.102835774E-1
1.302762141E1,-1.098488450E0,6.458373070E-1,7.197519541E-1
1.302973314E1,-1.092379808E0,6.166684628E-1,7.257078886E-1
1.303182019E1,-1.085049391E0,5.899431109E-1,7.328855991E-1
1.303391883E1,-1.076497316E0,5.644394755E-1,7.351763248E-1
1.303601630E1,-1.068097830E0,5.389358401E-1,7.362453341E-1
1.303811919E1,-1.061989188E0,5.111414790E-1,7.336491346E-1
1.304022007E1,-1.058476806E0,4.880813360E-1,7.310529947E-1
1.304232106E1,-1.057255030E0,4.625777006E-1,7.260133624E-1
1.304442109E1,-1.058476806E0,4.395175576E-1,7.223481536E-1
1.304652140E1,-1.064738154E0,4.225660264E-1,7.136433125E-1
1.304862208E1,-1.069625020E0,4.043927789E-1,7.075346708E-1
1.305072250E1,-1.078177214E0,3.911064863E-1,6.965391040E-1
1.305282141E1,-1.089325428E0,3.814853430E-1,6.844745278E-1
1.305491338E1,-1.101542711E0,3.718642294E-1,6.722571850E-1
1.305702443E1,-1.117425203E0,3.646865487E-1,6.589708924E-1
1.305912429E1,-1.138194680E0,3.538436890E-1,6.420193911E-1
1.306122755E1,-1.159116745E0,3.466660380E-1,6.238461137E-1
1.306332355E1,-1.182329655E0,3.370448947E-1,6.044511795E-1
1.306541863E1,-1.208138704E0,3.262020350E-1,5.789475441E-1
1.306752740E1,-1.236238599E0,3.178026378E-1,5.546656251E-1
1.306962843E1,-1.264491081E0,3.118467033E-1,5.268712640E-1
1.307172968E1,-1.293812633E0,3.095559776E-1,4.964807332E-1
1.307382829E1,-1.323286891E0,3.072652221E-1,4.711298347E-1
1.307592914E1,-1.356273532E0,3.110831380E-1,4.433354437E-1
1.307803001E1,-1.386816859E0,3.136793077E-1,4.192062616E-1
1.308012989E1,-1.417512774E0,3.173444867E-1,3.987422884E-1
1.308223037E1,-1.449277759E0,3.211624026E-1,3.782783151E-1
1.308433084E1,-1.480890036E0,3.236058652E-1,3.614795208E-1
1.308643118E1,-1.511433363E0,3.274237812E-1,3.433062732E-1
1.308853137E1,-1.539533138E0,3.310889602E-1,3.265074790E-1
1.309063274E1,-1.566411257E0,3.312416673E-1,3.121521473E-1
1.309273323E1,-1.594511032E0,3.349068761E-1,2.952006161E-1
1.309483422E1,-1.620167375E0,3.326161206E-1,2.796235681E-1
1.309693025E1,-1.645823717E0,3.291036487E-1,2.651155293E-1
1.309901816E1,-1.671480060E0,3.182607889E-1,2.542726696E-1
1.310113552E1,-1.699579835E0,3.084869385E-1,2.423607856E-1
1.310323682E1,-1.727526903E0,2.892446816E-1,2.339613885E-1
1.310534047E1,-1.754405022E0,2.649627924E-1,2.243402600E-1
1.310743546E1,-1.781283021E0,2.359467000E-1,2.171625942E-1
1.310953121E1,-1.809230089E0,2.057088763E-1,2.073887438E-1
1.311163812E1,-1.832442999E0,1.730275750E-1,1.965458989E-1
1.311373850E1,-1.851990700E0,1.391245574E-1,1.867720485E-1
1.311584053E1,-1.871691108E0,1.027780771E-1,1.745547503E-1
1.311793977E1,-1.886351824E0,6.765332818E-2,1.598939747E-1
1.312004101E1,-1.899790883E0,3.375030309E-2,1.464549452E-1
1.312214130E1,-1.913382649E0,-7.483099122E-3,1.293507218E-1
1.312424176E1,-1.928196192E0,-4.627304152E-2,1.120937690E-1
1.312634153E1,-1.939344406E0,-8.368854225E-2,9.132435173E-2
1.312844222E1,-1.954157948E0,-1.151480973E-1,6.933320314E-2
1.313054033E1,-1.965306163E0,-1.430951804E-1,4.734205827E-2
1.313263324E1,-1.977523565E0,-1.623374373E-1,2.779436857E-2
1.313474354E1,-1.986228347E0,-1.744020283E-1,5.803219974E-3
1.313684555E1,-1.994933128E0,-1.828014255E-1,-1.374446787E-2
1.313894805E1,-1.998751044E0,-1.887573600E-1,-3.329215571E-2
1.314104767E1,-2.001347303E0,-1.934915632E-1,-5.406157300E-2
1.314315270E1,-2.002721786E0,-1.996002197E-1,-7.483099401E-2
1.314524682E1,-2.000583649E0,-2.079996169E-1,-9.804387391E-2
1.314734709E1,-1.995849490E0,-2.200642079E-1,-1.214094684E-1
1.314944612E1,-1.991268039E0,-2.319760770E-1,-1.470658034E-1
1.315154991E1,-1.982868552E0,-2.440406680E-1,-1.716531366E-1
1.315365577E1,-1.970956683E0,-2.561052442E-1,-1.999056488E-1
1.315574782E1,-1.956601381E0,-2.681698501E-1,-2.257147133E-1
1.315784865E1,-1.942246079E0,-2.790127099E-1,-2.504547536E-1
1.315994875E1,-1.925447226E0,-2.874121070E-1,-2.725986242E-1
1.316205123E1,-1.908648491E0,-2.970332205E-1,-2.910772860E-1
1.316414729E1,-1.891696930E0,-3.068070710E-1,-3.071125150E-1
1.316623390E1,-1.874745488E0,-3.176499307E-1,-3.184134960E-1
1.316835269E1,-1.859015703E0,-3.274237812E-1,-3.258966208E-1
1.317045406E1,-1.842064142E0,-3.394883573E-1,-3.272710443E-1
1.317255828E1,-1.829999566E0,-3.564398587E-1,-3.262020350E-1
1.317465288E1,-1.821294785E0,-3.759875596E-1,-3.178026378E-1
1.317674951E1,-1.816407800E0,-3.953825235E-1,-3.094032407E-1
1.317885513E1,-1.812742591E0,-4.208861589E-1,-2.948952019E-1
1.318095574E1,-1.813811660E0,-4.500549734E-1,-2.803871334E-1
1.318305751E1,-1.817324162E0,-4.841107130E-1,-2.658790946E-1
1.318515456E1,-1.824501753E0,-5.242751241E-1,-2.524400651E-1
1.318724417E1,-1.826945186E0,-5.691736937E-1,-2.367102802E-1
1.318933971E1,-1.830457687E0,-6.117815375E-1,-2.209804952E-1
1.319144910E1,-1.827861547E0,-6.517932415E-1,-2.064724565E-1
1.319356136E1,-1.824196339E0,-6.882924438E-1,-1.896736622E-1
1.319566361E1,-1.814422488E0,-7.260133624E-1,-1.751656085E-1
1.319776298E1,-1.803274155E0,-7.623597980E-1,-1.632537395E-1
1.319986130E1,-1.789987922E0,-7.976372838E-1,-1.548543423E-1
1.320196136E1,-1.774105430E0,-8.268061280E-1,-1.490511149E-1
1.320406265E1,-1.753488660E0,-8.523097038E-1,-1.469130963E-1
1.320616205E1,-1.731650233E0,-8.753699064E-1,-1.472185254E-1
1.320826031E1,-1.711033583E0,-8.959866166E-1,-1.511891484E-1
1.321035341E1,-1.686751604E0,-9.153815508E-1,-1.563815027E-1
1.321246430E1,-1.666134953E0,-9.324858189E-1,-1.650863290E-1
1.321456401E1,-1.646739960E0,-9.518807530E-1,-1.763873398E-1
1.321666573E1,-1.628719449E0,-9.723447561E-1,-1.925752759E-1
1.321876316E1,-1.613142371E0,-9.941831827E-1,-2.098322064E-1
1.322086256E1,-1.599856019E0,-1.014799833E0,-2.345722616E-1
1.322296717E1,-1.589165926E0,-1.036485553E0,-2.603813112E-1
1.322506504E1,-1.582141042E0,-1.055727839E0,-2.910772860E-1
1.322715913E1,-1.577559471E0,-1.076344609E0,-3.229950070E-1
1.322926851E1,-1.577864885E0,-1.091921568E0,-3.559817076E-1
1.323136789E1,-1.579392076E0,-1.102764487E0,-3.877467215E-1
1.323347182E1,-1.588096976E0,-1.113607287E0,-4.195117056E-1
1.323556984E1,-1.595732689E0,-1.123075724E0,-4.500549734E-1
1.323767159E1,-1.603215814E0,-1.126588225E0,-4.781547785E-1
1.323977090E1,-1.615585804E0,-1.131322384E0,-5.048801303E-1
1.324187182E1,-1.627955914E0,-1.137431145E0,-5.293147564E-1
1.324397339E1,-1.639104128E0,-1.139721870E0,-5.523748994E-1
1.324607243E1,-1.649030685E0,-1.145677805E0,-5.743660331E-1
1.324817342E1,-1.661400795E0,-1.157742381E0,-5.949827433E-1
1.325027307E1,-1.671174645E0,-1.173472166E0,-6.120869517E-1
1.325237181E1,-1.678657651E0,-1.192714334E0,-6.316346526E-1
1.325446555E1,-1.683697343E0,-1.216996312E0,-6.464481354E-1
1.325657514E1,-1.686293483E0,-1.244790673E0,-6.635523438E-1
1.325867563E1,-1.684002757E0,-1.275028467E0,-6.783658266E-1
1.326077843E1,-1.678046823E0,-1.306488037E0,-6.945537925E-1
1.326287671E1,-1.663691521E0,-1.338100314E0,-7.069237828E-1
1.326497748E1,-1.647961736E0,-1.369559884E0,-7.218900323E-1
1.326707848E1,-1.629941225E0,-1.402241111E0,-7.356344461E-1
1.326917857E1,-1.606881022E0,-1.427744746E0,-7.481572032E-1
1.327127988E1,-1.582751870E0,-1.449583173E0,-7.606799603E-1
1.327337738E1,-1.556026459E0,-1.465312958E0,-7.732026577E-1
1.327547291E1,-1.533119082E0,-1.475086808E0,-7.857254148E-1
1.327758087E1,-1.507615447E0,-1.476155877E0,-7.968736887E-1
1.327968100E1,-1.482264519E0,-1.473712444E0,-8.130616546E-1
1.328178332E1,-1.458135366E0,-1.467603803E0,-8.290968537E-1
1.328388158E1,-1.431562662E0,-1.461495042E0,-8.489499688E-1
1.328597989E1,-1.409724236E0,-1.457829952E0,-8.674286604E-1
1.328807698E1,-1.386816859E0,-1.460273385E0,-8.883507848E-1
1.329018401E1,-1.366352797E0,-1.461342335E0,-9.068294764E-1
1.329228462E1,-1.348332286E0,-1.469894528E0,-9.254608750E-1
1.329438678E1,-1.330159068E0,-1.480737329E0,-9.402743578E-1
1.329648319E1,-1.314581990E0,-1.492801905E0,-9.538660645E-1
1.329857705E1,-1.302517414E0,-1.509753466E0,-9.651671052E-1
1.330068647E1,-1.290452838E0,-1.525483251E0,-9.738719463E-1
1.330278766E1,-1.279457211E0,-1.546099901E0,-9.752463698E-1
1.330489073E1,-1.269836187E0,-1.569160104E0,-9.802860022E-1
1.330698710E1,-1.260062337E0,-1.595885396E0,-9.767735004E-1
1.330908512E1,-1.249066710E0,-1.622610807E0,-9.746354818E-1
1.331119044E1,-1.238223910E0,-1.655444860E0,-9.711230397E-1
1.331328954E1,-1.227228284E0,-1.690569520E0,-9.689850211E-1
1.331539122E1,-1.213941932E0,-1.720960140E0,-9.654725194E-1
1.331749092E1,-1.199281216E0,-1.752572417E0,-9.633345008E-1
1.331959158E1,-1.183551431E0,-1.776854277E0,-9.587529898E-1
1.332169329E1,-1.166447163E0,-1.798692703E0,-9.552405477E-1
1.332379218E1,-1.147052169E0,-1.817018628E0,-9.518807530E-1
1.332589295E1,-1.125061035E0,-1.831526756E0,-9.472993016E-1
1.332799303E1,-1.102000952E0,-1.844965816E0,-9.462302923E-1
1.333009156E1,-1.076497316E0,-1.853517890E0,-9.453139901E-1
1.333218440E1,-1.047328472E0,-1.861917257E0,-9.456194043E-1
1.333429506E1,-1.019381404E0,-1.865582466E0,-9.495900273E-1
1.333639581E1,-9.914342761E-1,-1.864360690E0,-9.546296597E-1
1.333849980E1,-9.659306407E-1,-1.859626532E0,-9.598219991E-1
1.334059831E1,-9.393580556E-1,-1.853517890E0,-9.685268402E-1
1.334270095E1,-9.150761366E-1,-1.841300607E0,-9.784533978E-1
1.334479594E1,-8.944594264E-1,-1.829236031E0,-9.896016717E-1
1.334689663E1,-8.762862086E-1,-1.817018628E0,-9.995282292E-1
1.334899703E1,-8.594874144E-1,-1.803732395E0,-1.013120055E0
1.335109973E1,-8.437576294E-1,-1.795180202E0,-1.026558995E0
1.335320105E1,-8.316930532E-1,-1.785406351E0,-1.041372538E0
1.335530251E1,-8.171849847E-1,-1.778076053E0,-1.057255030E0
1.335740141E1,-8.026769161E-1,-1.779297709E0,-1.070846796E0
1.335950140E1,-7.883216143E-1,-1.782810211E0,-1.083216786E0
1.336160173E1,-7.713701129E-1,-1.792584062E0,-1.094517827E0
1.336369989E1,-7.531968355E-1,-1.804648638E0,-1.102000952E0
1.336579290E1,-7.362453341E-1,-1.824043632E0,-1.108262300E0
1.336790359E1,-7.144069076E-1,-1.840995073E0,-1.114676356E0
1.337000437E1,-6.913467646E-1,-1.860542774E0,-1.114981771E0
1.337210846E1,-6.633996367E-1,-1.878716111E0,-1.117730737E0
1.337420243E1,-6.366742849E-1,-1.898110986E0,-1.115592599E0
1.337629258E1,-6.038402915E-1,-1.917658687E0,-1.111163855E0
1.337839737E1,-5.685628057E-1,-1.933388472E0,-1.106582403E0
1.338050688E1,-5.308418870E-1,-1.949270964E0,-1.100931883E0
1.338261005E1,-4.931209683E-1,-1.962710023E0,-1.093906879E0
1.338470535E1,-4.529565871E-1,-1.973705649E0,-1.085812926E0
1.338679089E1,-4.152356386E-1,-1.979814291E0,-1.077566266E0
1.338891061E1,-3.762930036E-1,-1.981035948E0,-1.068250656E0
1.339100916E1,-3.396410644E-1,-1.979966998E0,-1.061225653E0
1.339311303E1,-3.068070710E-1,-1.972789288E0,-1.051757216E0
1.339521089E1,-2.751947939E-1,-1.963168144E0,-1.043357849E0
1.339731136E1,-2.446515262E-1,-1.952172637E0,-1.036332846E0
1.339940272E1,-2.179261744E-1,-1.942551494E0,-1.032820463E0
1.340151231E1,-1.922698319E-1,-1.931708574E0,-1.028086185E0
1.340361266E1,-1.679879427E-1,-1.923156500E0,-1.025795460E0
1.340571505E1,-1.461495161E-1,-1.912313700E0,-1.025948167E0
1.340781182E1,-1.218676195E-1,-1.901470780E0,-1.027322650E0
1.340991097E1,-9.987647086E-2,-1.897805572E0,-1.031293273E0
1.341201523E1,-7.559457421E-2,-1.892918706E0,-1.036332846E0
1.341411632E1,-4.902193695E-2,-1.890475273E0,-1.041372538E0
1.341621684E1,-2.474004216E-2,-1.889253497E0,-1.047786593E0
1.341831234E1,4.428773187E-3,-1.886962771E0,-1.056491494E0
1.342040078E1,3.237585723E-2,-1.888184428E0,-1.060462117E0
1.342251905E1,6.139195710E-2,-1.883297563E0,-1.064432740E0
1.342461818E1,9.300423414E-2,-1.878410578E0,-1.069472313E0
1.342672045E1,1.221730486E-1,-1.871232986E0,-1.072221279E0
1.342880707E1,1.513418704E-1,-1.860237360E0,-1.077260852E0
1.343090804E1,1.805106848E-1,-1.848172784E0,-1.080009699E0
1.343300923E1,2.119702399E-1,-1.837177277E0,-1.085049391E0
1.343511090E1,2.435825169E-1,-1.826334357E0,-1.086576581E0
1.343721163E1,2.739730477E-1,-1.815491557E0,-1.089172721E0
1.343931233E1,3.055853248E-1,-1.809382915E0,-1.091921568E0
1.344141249E1,3.371976018E-1,-1.805717707E0,-1.094670534E0
1.344351349E1,3.712533414E-1,-1.802205205E0,-1.097419381E0
1.344561469E1,4.051563740E-1,-1.798539996E0,-1.100168347E0
1.344771389E1,4.404338300E-1,-1.799761772E0,-1.102917194E0
1.344981600E1,4.769330323E-1,-1.798539996E0,-1.108109593E0
1.345192084E1,5.132794976E-1,-1.796249270E0,-1.112080216E0
1.345401608E1,5.508477092E-1,-1.795027494E0,-1.119716048E0
1.345611768E1,5.885686874E-1,-1.791362286E0,-1.126130104E0
1.345821513E1,6.236934066E-1,-1.786475420E0,-1.136209369E0
1.346031803E1,6.600399017E-1,-1.780366778E0,-1.146288633E0
1.346242098E1,6.965391040E-1,-1.770745635E0,-1.157589674E0
1.346451837E1,7.292203903E-1,-1.757306576E0,-1.168890595E0
1.346661888E1,7.594582438E-1,-1.746463776E0,-1.183704138E0
1.346871831E1,7.886270285E-1,-1.728137732E0,-1.196074128E0
1.347082051E1,8.115344644E-1,-1.709964514E0,-1.209665895E0
1.347292292E1,8.321511745E-1,-1.689347863E0,-1.224479437E0
1.347502116E1,8.503243923E-1,-1.668731093E0,-1.237918377E0
1.347712152E1,8.636107445E-1,-1.642005801E0,-1.248914003E0
1.347922402E1,8.781188130E-1,-1.616502166E0,-1.256397128E0
1.348133509E1,8.901833892E-1,-1.590998530E0,-1.262505770E0
1.348343586E1,9.024006724E-1,-1.567938328E0,-1.264949203E0
1.348553446E1,9.121745229E-1,-1.547321677E0,-1.266170979E0
1.348762498E1,9.207266569E-1,-1.529148459E0,-1.263727427E0
1.348973582E1,9.292787313E-1,-1.514487624E0,-1.258840561E0
1.349183528E1,9.402743578E-1,-1.498757839E0,-1.252731919E0
1.349393837E1,9.500481486E-1,-1.486693263E0,-1.244179845E0
1.349603215E1,9.598219991E-1,-1.478293896E0,-1.234558702E0
1.349812052E1,9.720393419E-1,-1.469894528E0,-1.221119642E0
1.350023561E1,9.856310487E-1,-1.466229320E0,-1.206611633E0
1.350233047E1,9.990701079E-1,-1.463938594E0,-1.189660072E0
1.350444293E1,1.011440158E0,-1.457982659E0,-1.168890595E0
1.350653759E1,1.023810148E0,-1.457982659E0,-1.148273945E0
1.350863159E1,1.036180139E0,-1.455691934E0,-1.123839378E0
1.351074131E1,1.049619198E0,-1.455844641E0,-1.103222609E0
1.351284217E1,1.060767531E0,-1.453553796E0,-1.078940749E0
1.351494397E1,1.074359298E0,-1.448666930E0,-1.058171272E0
1.351704158E1,1.086729288E0,-1.442710996E0,-1.038776398E0
1.351914197E1,1.100168347E0,-1.437976837E0,-1.020450354E0
1.352124325E1,1.117425203E0,-1.432020903E0,-1.003498912E0
1.352334198E1,1.135751247E0,-1.424843192E0,-9.889908433E-1
1.352543173E1,1.155298948E0,-1.418734550E0,-9.781479836E-1
1.352753212E1,1.175915599E0,-1.410335183E0,-9.721920490E-1
1.352963198E1,1.199128509E0,-1.398270488E0,-9.674578309E-1
1.353173768E1,1.220966935E0,-1.387274981E0,-9.688322544E-1
1.353384820E1,1.246470571E0,-1.375210404E0,-9.763153791E-1
1.353594760E1,1.268308997E0,-1.362993121E0,-9.874636531E-1
1.353804886E1,1.288772941E0,-1.344819784E0,-1.007164121E0
1.354014774E1,1.304350019E0,-1.327715635E0,-1.031598687E0
1.354224271E1,1.322370529E0,-1.304655433E0,-1.056185961E0
1.354434941E1,1.336878538E0,-1.278999090E0,-1.083064079E0
1.354644900E1,1.346346974E0,-1.248608589E0,-1.113607287E0
1.354855149E1,1.358258843E0,-1.215774536E0,-1.142928839E0
1.355065378E1,1.370170712E0,-1.180497050E0,-1.174693823E0
1.355276444E1,1.378417373E0,-1.145219564E0,-1.203862667E0
1.355485131E1,1.384373307E0,-1.111011147E0,-1.231962442E0
1.355694894E1,1.390176535E0,-1.075733662E0,-1.258687854E0
1.355904919E1,1.392467380E0,-1.038012743E0,-1.282969713E0
1.356115304E1,1.391092896E0,-1.002735257E0,-1.306029916E0
1.356325422E1,1.389718413E0,-9.688322544E-1,-1.324203134E0
1.356535384E1,1.383609772E0,-9.323330522E-1,-1.338711143E0
1.356745539E1,1.378722906E0,-8.958339095E-1,-1.350775719E0
1.356955527E1,1.372614264E0,-8.617781401E-1,-1.357800722E0
1.357165616E1,1.364062071E0,-8.278751373E-1,-1.360091448E0
1.357375481E1,1.355509996E0,-7.974845767E-1,-1.359938741E0
1.357584745E1,1.344667077E0,-7.660250068E-1,-1.353524685E0
1.357795828E1,1.337489486E0,-7.344127297E-1,-1.344819784E0
1.358005869E1,1.331533551E0,-7.053966522E-1,-1.328784585E0
1.358216094E1,1.323286891E0,-6.776022911E-1,-1.310153246E0
1.358425949E1,1.316109180E0,-6.557638645E-1,-1.285565853E0
1.358635993E1,1.309084177E0,-6.365215778E-1,-1.257313371E0
1.358846113E1,1.304502726E0,-6.159048676E-1,-1.224173903E0
1.359056150E1,1.299921274E0,-5.942191482E-1,-1.188743711E0
1.359266120E1,1.295492411E0,-5.737552047E-1,-1.149495721E0
1.359476185E1,1.289689302E0,-5.545129180E-1,-1.107804179E0
1.359686213E1,1.281595230E0,-5.340489149E-1,-1.062447429E0
1.359896349E1,1.272279620E0,-5.111414790E-1,-1.015716195E0
1.360106321E1,1.260520458E0,-4.906775057E-1,-9.715811610E-1
1.360316358E1,1.249982953E0,-4.689917862E-1,-9.237809777E-1
1.360526288E1,1.235780358E0,-4.460843503E-1,-8.782715201E-1
1.360736254E1,1.222799540E0,-4.207334518E-1,-8.329147696E-1
1.360945552E1,1.208596945E0,-3.930917978E-1,-7.910705209E-1
1.361156685E1,1.195616007E0,-3.652974069E-1,-7.518224120E-1
1.361366657E1,1.186147571E0,-3.362813294E-1,-7.160868049E-1
1.361576961E1,1.180344343E0,-3.072652221E-1,-6.841690540E-1
1.361787068E1,1.175762892E0,-2.806925774E-1,-6.559165716E-1
1.361998106E1,1.173624873E0,-2.576324046E-1,-6.313292384E-1
1.362206935E1,1.173777580E0,-2.371684313E-1,-6.117815375E-1
1.362417034E1,1.177595496E0,-2.165517360E-1,-5.957463384E-1
1.362626686E1,1.183704138E0,-1.983784884E-1,-5.835290551E-1
1.362836959E1,1.192408919E0,-1.814269722E-1,-5.749769211E-1
1.363046825E1,1.203404546E0,-1.681406647E-1,-5.688682795E-1
1.363257159E1,1.217912555E0,-1.536326110E-1,-5.690209866E-1
1.363467197E1,1.233795047E0,-1.427897513E-1,-5.667302608E-1
1.363677336E1,1.254411817E0,-1.317941695E-1,-5.691736937E-1
1.363887371E1,1.277471900E0,-1.209513173E-1,-5.729916096E-1
1.364097469E1,1.302975535E0,-1.111774743E-1,-5.806274414E-1
1.364307431E1,1.329700947E0,-9.789115191E-2,-5.905539989E-1
1.364517473E1,1.359938741E0,-8.811730891E-2,-5.980370641E-1
1.364727588E1,1.391551018E0,-7.238753140E-2,-6.093381047E-1
1.364937570E1,1.424232364E0,-5.665775016E-2,-6.204863787E-1
1.365147348E1,1.459357023E0,-3.588833287E-2,-6.293439269E-1
1.365356511E1,1.494634509E0,-1.053742506E-2,-6.404922009E-1
1.365567766E1,1.528537512E0,1.618792862E-2,-6.505714655E-1
1.365777933E1,1.560149789E0,5.024366826E-2,-6.592763066E-1
1.365988125E1,1.590540409E0,8.659014851E-2,-6.666067243E-1
1.366198180E1,1.619556427E0,1.241583601E-1,-6.728680730E-1
1.366409017E1,1.645212770E0,1.629483104E-1,-6.766859889E-1
1.366617885E1,1.665829539E0,2.018909603E-1,-6.815729141E-1
1.366827932E1,1.685224533E0,2.443460971E-1,-6.791294217E-1
1.367037849E1,1.699885249E0,2.855795026E-1,-6.777549982E-1
1.367247951E1,1.711033583E0,3.266601861E-1,-6.692028642E-1
1.367457351E1,1.714698792E0,3.691153228E-1,-6.592763066E-1
1.367668319E1,1.719738364E0,4.042400718E-1,-6.456845403E-1
1.367878325E1,1.717447639E0,4.321871698E-1,-6.308710575E-1
1.368088598E1,1.712713480E0,4.575380683E-1,-6.136141419E-1
1.368298425E1,1.703245044E0,4.744895697E-1,-5.939137340E-1
1.368508282E1,1.689958692E0,4.865541756E-1,-5.742133260E-1
1.368717534E1,1.674381614E0,4.937318265E-1,-5.520694852E-1
1.368928612E1,1.658804536E0,5.021312237E-1,-5.287038684E-1
1.369138746E1,1.640784025E0,5.141957998E-1,-5.027421117E-1
1.369348998E1,1.620320082E0,5.189300179E-1,-4.732678533E-1
1.369558654E1,1.601077795E0,5.238169432E-1,-4.437935948E-1
1.369768396E1,1.575879574E0,5.309945941E-1,-4.129449129E-1
1.369978868E1,1.556790113E0,5.369505286E-1,-3.798054755E-1
1.370188950E1,1.533882618E0,5.416847467E-1,-3.465133011E-1
1.370399124E1,1.511127949E0,5.451972485E-1,-3.158173263E-1
1.370609046E1,1.485777020E0,5.511531830E-1,-2.825251818E-1
1.370819222E1,1.460578799E0,5.607742667E-1,-2.504547536E-1
1.371029156E1,1.432937145E0,5.703954101E-1,-2.159408629E-1
